head_entity	relation	tail_entity	ID
CrowdStrike Intelligence	find	PUTTER PANDA	14903
CrowdStrike Intelligence	sec_active_time	2007	14904
PUTTER PANDA	hacker_active_time	2012	14905
PUTTER PANDA	launch	activity	14906
PUTTER PANDA	hacker_active_time	2007	14907
CrowdStrike	find	PUTTER PANDA	14908
CrowdStrike	find	MSUpdater group	14909
PUTTER PANDA	have_purpose	intelligence-gathering	14910
PUTTER PANDA	target_industry	Government	14911
PUTTER PANDA	target_industry	Defense	14912
PUTTER PANDA	target_industry	Research	14913
PUTTER PANDA	target_organization	Technology sectors	14914
PUTTER PANDA	relate_to	United States	14915
PUTTER PANDA	target_industry	US Defense	14916
PUTTER PANDA	relate_to	European	14917
PUTTER PANDA	target_industry	satellite	14918
PUTTER PANDA	target_industry	aerospace industries	14919
group	have_purpose	intelligence-gathering	14920
group	target_industry	Government	14921
group	target_industry	Defense	14922
group	target_industry	Research	14923
group	target_organization	Technology sectors	14924
group	relate_to	United States	14925
group	target_industry	US Defense	14926
group	relate_to	European	14927
group	target_industry	satellite	14928
group	target_industry	aerospace industries	14929
Government	idus_located_at	United States	14930
Defense	idus_located_at	United States	14931
Research	idus_located_at	United States	14932
Technology sectors	org_located_at	United States	14933
satellite	idus_located_at	European	14934
aerospace industries	idus_located_at	European	14935
Secureworks	find	GOLD LOWELL	14936
CTU	find	GOLD LOWELL	14937
GOLD LOWELL	use_tool	SamSam	14938
GOLD LOWELL	target_industry	healthcare	14939
GOLD LOWELL	use_tool	SamSam	14940
GOLD LOWELL	hacker_active_time	2016	14941
GOLD LOWELL	hacker_active_time	2018	14942
CTU	find	GOLD LOWELL	14943
GOLD LOWELL	have_purpose	financial gain	14944
Gold Lowell	use_tool	XML executable file	14945
Gold Lowell	use_tool	RSA	14946
WIZARD SPIDER threat group	use_tool	TrickBot banking malware	14947
INDRIK SPIDER	hacker_active_time	2015	14948
INDRIK SPIDER	hacker_active_time	2016	14949
INDRIK SPIDER	use_tool	Dridex	14950
INDRIK SPIDER	target_industry	banking	14951
INDRIK SPIDER	hacker_active_time	2014	14952
INDRIK SPIDER	use_tool	BitPaymer	14953
INDRIK SPIDER	hacker_active_time	2017	14954
INDRIK SPIDER	use_tool	Dridex	14955
INDRIK SPIDER	use_tool	Dridex IR	14956
INDRIK SPIDER	use_tool	Dridex	14957
INDRIK SPIDER	use_tool	BitPaymer	14958
INDRIK SPIDER	launch	activity	14959
INDRIK SPIDER	use_way	victim communication	14960
INDRIK SPIDER	use_way	geographical location	14961
INDRIK SPIDER	use_tool	file sharing platforms	14962
INDRIK SPIDER	use_tool	BitPaymer decryptor	14963
INDRIK SPIDER	use_way	email	14964
INDRIK SPIDER	have_purpose	Ransom	14965
INDRIK SPIDER	use_tool	Dridex	14966
INDRIK SPIDER	hacker_active_time	June 2014	14967
INDRIK SPIDER	use_tool	BitPaymer	14968
INDRIK SPIDER	use_tool	ransomware	14969
INDRIK SPIDER	use_tool	Dridex banking trojan	14970
GRIM SPIDER	use_tool	ransomware	14971
GRIM SPIDER	use_tool	Ryuk	14972
GRIM SPIDER	hacker_active_time	August 2017	14973
Falcon Intelligence	find	GRIM SPIDER	14974
GRIM SPIDER	launch	campaigns	14975
WIZARD SPIDER	use_tool	TrickBot banking malware	14976
LUNAR SPIDER threat group	relate_to	Eastern	14977
LUNAR SPIDER threat group	relate_to	European-based	14978
LUNAR SPIDER threat group	use_tool	BokBot	14979
LUNAR SPIDER threat group	use_tool	IcedID	14980
LUNAR SPIDER threat group	hacker_active_time	April 2017	14981
WikiLeaks	find	OurMine	14982
WikiLeaks	find	OurMine	14983
OurMine	have_purpose	visit a different IP address	14984
OurMine	target_organization	The New York Times	14985
OurMine	target_organization	technology companies	14986
WikiLeaks'	find	OurMine	14987
OurMine	target_organization	Twitter	14988
OurMine	target_organization	Twitter	14989
OurMine	target_organization	Pinterest	14990
OurMine	target_organization	BuzzFeed	14991
OurMine	target_organization	TechCrunch	14992
Pacha Group	use_tool	Linux.GreedyAntd	14993
Pacha Group	use_tool	Linux malware	14994
Pacha Group	launch	campaigns	14995
CrowdStrike Intelligence	find	PINCHY SPIDER	14996
PINCHY SPIDER	use_tool	GandCrab ransomware	14997
CrowdStrike® Intelligence	find	PINCHY SPIDER	14998
PINCHY SPIDER	use_tool	GandCrab ransomware	14999
PINCHY SPIDER	use_tool	GandCrab	15000
PINCHY SPIDER	hacker_active_time	January 2018	15001
PINCHY SPIDER	use_tool	GandCrab ransomware	15002
PINCHY SPIDER	target_organization	cybersecurity providers	15003
PINCHY SPIDER	use_tool	GandCrab	15004
PINCHY SPIDER	hacker_active_time	February	15005
PINCHY SPIDER	use_tool	GandCrab	15006
PINCHY SPIDER	use_tool	GandCrab	15007
GandCrab	use_tool	Phorpiex Downloader	15008
PINCHY SPIDER	use_tool	Phorpiex Downloader	15009
GandCrab	use_tool	Smoke Bot	15010
GandCrab	use_tool	Azorult	15011
GandCrab	use_tool	XMRig	15012
PINCHY SPIDER	use_tool	Smoke Bot	15013
PINCHY SPIDER	use_tool	Azorult	15014
PINCHY SPIDER	use_tool	XMRig	15015
BOSS SPIDER	use_tool	enterprise	15016
BOSS SPIDER	use_tool	per-host pricing	15017
BOSS SPIDER	launch	campaigns	15018
INDRIK SPIDER	use_tool	BitPaymer	15019
INDRIK SPIDER	use_tool	ransomware	15020
INDRIK SPIDER	use_tool	Ryuk ransomware	15021
INDRIK SPIDER	launch	big game hunting	15022
GRIM SPIDER	use_tool	BitPaymer	15023
GRIM SPIDER	use_tool	ransomware	15024
GRIM SPIDER	use_tool	Ryuk ransomware	15025
GRIM SPIDER	launch	big game hunting	15026
Rocke	use_tool	a7	15027
Rocke	exploit	CVE-2018-1000861	15028
Rocke	exploit	CVE-2019-1003000	15029
Shadow Brokers	use_tool	WannaCry ransomware	15030
Shadow Brokers	use_tool	NSA hacking tools	15031
Wh1sks	find	Shadow Brokers	15032
Shadow Brokers	hacker_active_time	June	15033
Shadow Brokers	hacker_active_time	August	15034
Shadow Brokers	target_industry	cryptocurrency	15035
Wh1sks	find	Shadow Brokers'	15036
Kaspersky Lab	find	Shadow Brokers	15037
Shadow Brokers	target_organization	NSA	15038
Kaspersky Lab	sec_active_time	2015	15039
FireEye	find	APT30	15040
Kaspersky	find	Winnti	15041
Winnti	use_tool	PlugX	15042
Winnti	relate_to	Chinese	15043
FireEye	sec_active_time	October 2014	15044
FireEye	find	APT28	15045
APT28	relate_to	Russian	15046
Kaspersky	sec_active_time	2016	15047
Kaspersky	find	ScarCruft	15048
Kaspersky	find	ScarCruft’s	15049
Kaspersky	find	ScarCruft	15050
Kaspersky	find	ScarCruft	15051
Kaspersky	find	ScarCruft	15052
Kaspersky	find	ScarCruft’s	15053
Kaspersky	find	DarkHotel	15054
Secureworks	find	BRONZE BUTLER	15055
Symantec	find	Butterfly	15056
Butterfly	hacker_active_time	March 2012	15057
Talos	find	Group 123	15058
Trend Micro	find	Scarlet Mimic	15059
Scarlet Mimic	use_tool	FakeM	15060
Scarlet Mimic	use_tool	Trojan	15061
Trend Micro	sec_active_time	2013	15062
Talos	find	Group 123	15063
Talos	sec_active_time	2017	15064
Talos	find	Group 123	15065
Group 123	hacker_active_time	2017	15066
Group 123	hacker_active_time	2018	15067
Kaspersky	sec_active_time	Last month	15068
Kaspersky	find	Lazarus	15069
Cylance	find	OceanLotus	15070
Cylance	find	APT32	15071
Cylance	find	Cobalt Kitty	15072
Cylance	find	OceanLotus	15073
CrowdStrike	find	Gobelin Panda	15074
Gobelin Panda	relate_to	Chinese	15075
CrowdStrike	find	Goblin Panda	15076
Goblin Panda	relate_to	Chinese	15077
CrowdStrike	find	Goblin Panda	15078
Goblin Panda	relate_to	South China	15079
Tropic Trooper	use_tool	Poison Ivy	15080
Trend Micro	find	Tropic Trooper	15081
ESET	sec_active_time	2018	15082
ESET	find	Turla	15083
ESET	find	Turla	15084
ESET	find	Turla	15085
Turla	use_tool	PowerShell	15086
ESET	find	Ke3chang	15087
Kaspersky	find	NetTraveler	15088
NetTraveler	hacker_active_time	2004;	15089
NetTraveler	hacker_active_time	2010	15090
NetTraveler	hacker_active_time	2013	15091
Kaspersky	find	NetTraveler’s	15092
FireEye	find	Ke3chang	15093
Novetta	find	Lazarus	15094
Operation Blockbuster	find	Lazarus	15095
Novetta’s	find	Lazarus	15096
Lazarus	launch	Operation Blockbuster	15097
Novetta’s	sec_active_time	February 2016	15098
FireEye	find	APT33	15099
FireEye	find	APT33	15100
APT33	use_tool	SHAPESHIFT	15101
FireEye	find	APT33	15102
APT33	use_tool	DROPSHOT	15103
APT33	use_tool	SHAPESHIFT	15104
FireEye	find	APT33	15105
APT33	use_tool	DROPSHOT	15106
Kaspersky	sec_active_time	2018	15107
Kaspersky	find	Turla	15108
Palo Alto	sec_active_time	February 2018	15109
Gorgon Group	hacker_active_time	February 2018	15110
Palo Alto	find	Gorgon Group	15111
Gorgon Group	target_organization	governmental organizations	15112
Gorgon Group	relate_to	United Kingdom	15113
Gorgon Group	relate_to	Spain	15114
Gorgon Group	relate_to	Russia	15115
Gorgon Group	relate_to	the United States	15116
governmental organizations	org_located_at	United Kingdom	15117
governmental organizations	org_located_at	Spain	15118
governmental organizations	org_located_at	Russia	15119
governmental organizations	org_located_at	the United States	15120
Proofpoint	find	Turla	15121
Turla	relate_to	Russian-speaking	15122
Turla	use_tool	dropper	15123
Turla	have_file	JS/KopiLuwak	15124
Insikt Group	find	APT33	15125
Symantec	find	Blackfly	15126
Blackfly	use_tool	Backdoor.Winnti	15127
Symantec	find	Suckfly	15128
Suckfly	use_way	stolen certificates	15129
Suckfly	use_tool	hacktools	15130
Novetta	sec_active_time	April	15131
Novetta	find	Winnti	15132
Novetta	find	Axiom	15133
Symantec	find	BlackEnergy	15134
BlackEnergy	relate_to	Ukraine	15135
FortiGuard Labs	find	Gamaredon	15136
FortiGuard Labs	find	actors	15137
Unit 42	find	Emissary Panda	15138
Emissary Panda	use_tool	SharePoint servers	15139
QiAnXin	find	‘APT-C-35’	15140
QiAnXin	sec_active_time	2017	15141
QiAnXin	find	Pakistan	15142
‘APT-C-35’	relate_to	South Asian	15143
Pakistan	relate_to	South Asian	15144
CTU	find	APT28	15145
APT28	relate_to	Russian	15146
APT28	target_organization	Russian government	15147
Callisto	have_purpose	selling	15148
Unit 42	find	OilRig	15149
QiAnXin	find	OceanLotus	15150
QiAnXin	sec_active_time	May 2015	15151
OceanLotus	relate_to	Vietnamese	15152
QiAnXin	find	OceanLotus	15153
QiAnXin	sec_active_time	May 2015	15154
QiAnXin	find	OceanLotus	15155
PatchSky	find	Donot	15156
Donot	relate_to	Pakistan	15157
Donot	relate_to	South Asia	15158
QiAnXin	find	Molerats	15159
Molerats	launch	attack	15160
QiAnXin	sec_active_time	June 2017	15161
Molerats	hacker_active_time	June 2017	15162
QiAnXin	find	Molerats	15163
QiAnXin	sec_active_time	Last month	15164
TA505	hacker_active_time	Last month	15165
QiAnXin	find	TA505	15166
TA505	target_industry	financial	15167
QiAnXin	find	DarkHydrus	15168
DarkHydrus	relate_to	Middle East	15169
ESET	find	OceanLotus	15170
ESET	find	APT32	15171
ESET	find	APT-C-00	15172
OceanLotus	launch	campaign	15173
APT32	launch	campaign	15174
APT-C-00	launch	campaign	15175
360 Helios Team	find	Poison Ivy Group	15176
Poison Ivy Group	hacker_active_time	2007	15177
Poison Ivy Group	launch	campaigns	15178
Poison Ivy Group	relate_to	Chinese	15179
Poison Ivy Group	target_industry	national defense	15180
Poison Ivy Group	target_organization	government	15181
Poison Ivy Group	target_industry	science	15182
Poison Ivy Group	target_industry	technology	15183
Poison Ivy Group	target_industry	education	15184
Poison Ivy Group	target_organization	maritime agencies	15185
national defense	idus_located_at	Chinese	15186
government	org_located_at	Chinese	15187
science	idus_located_at	Chinese	15188
technology	idus_located_at	Chinese	15189
education	idus_located_at	Chinese	15190
maritime agencies	org_located_at	Chinese	15191
Antiy Lab	find	Green Spot	15192
Antiy Lab	sec_active_time	September 19	15193
Antiy Lab	sec_active_time	2018	15194
360 Core Security	find	APT-C-26	15195
APT-C-06	launch	APT attack	15196
360 Core Security	find	APT-C-06	15197
360 Core Security	sec_active_time	April	15198
APT-C-06	hacker_active_time	April	15199
360 Core Security	sec_active_time	2018	15200
APT-C-06	hacker_active_time	2018	15201
360 Core Security	find	APT-C-06	15202
APT-C-06	exploit	(CVE-2018-8174)	15203
ESET	find	OceanLotus	15204
ESET	find	APT32	15205
ESET	find	APT-C-00	15206
OceanLotus	use_tool	malicious toolkit	15207
APT32	use_tool	malicious toolkit	15208
APT-C-00	use_tool	malicious toolkit	15209
Symantec	sec_active_time	this year	15210
Symantec	find	Equation	15211
Symantec	find	Buckeye	15212
Symantec	find	APT3	15213
Equation	relate_to	Chinese	15214
Buckeye	relate_to	Chinese	15215
APT3	relate_to	Chinese	15216
OceanLotus	launch	‘watering	15217
OceanLotus	launch	hole	15218
OceanLotus	launch	attacks’	15219
Kaspersky	find	Zebrocy	15220
Zebrocy	use_tool	Python script	15221
Zebrocy	use_tool	PythocyDbg	15222
Zebrocy	relate_to	Southeast Asian	15223
ESET	find	Turla	15224
ESET	find	Snake	15225
ESET	find	Uroburos)	15226
Turla	relate_to	European	15227
Snake	relate_to	European	15228
Uroburos)	relate_to	European	15229
Dragos	find	XENOTIME	15230
Dragos	find	TRISIS	15231
XENOTIME	relate_to	Saudi Arabian	15232
XENOTIME	hacker_active_time	2017	15233
XENOTIME	target_industry	oil	15234
XENOTIME	target_industry	gas industries	15235
TRISIS	relate_to	Saudi Arabian	15236
TRISIS	hacker_active_time	2017	15237
TRISIS	target_industry	oil	15238
TRISIS	target_industry	gas industries	15239
oil	idus_located_at	Saudi Arabian	15240
gas industries	idus_located_at	Saudi Arabian	15241
ESET	find	group	15242
Kaspersky	sec_active_time	mid-January	15243
Turla	hacker_active_time	mid-January	15244
Kaspersky	find	Turla	15245
Turla	target_organization	government	15246
Turla	relate_to	Turkmenistan	15247
Turla	relate_to	Tajikistan	15248
government	org_located_at	Turkmenistan	15249
government	org_located_at	Tajikistan	15250
Kaspersky	find	Zebrocy	15251
Zebrocy	launch	deploy malware	15252
ESET	find	Turla	15253
Turla	relate_to	post-Soviet	15254
ESET	find	Turla	15255
Kaspersky	find	LuckyMouse	15256
Kaspersky	find	EmissaryPanda	15257
Kaspersky	find	APT27)	15258
LuckyMouse	launch	SpoiledLegacy”	15259
EmissaryPanda	launch	SpoiledLegacy”	15260
APT27)	launch	SpoiledLegacy”	15261
Kaspersky	find	Lazarus’s	15262
Lazarus’s	hacker_active_time	November 2018	15263
Lazarus’s	use_tool	PowerShell	15264
Lazarus’s	target_organization	Apple customers	15265
Trend Micro‘s	sec_active_time	June	15266
Trend Micro‘s	find	TA505	15267
TA505	use_tool	.NET downloader	15268
TA505	use_tool	ServHelper	15269
TA505	have_file	.DLL variant	15270
FireEye	find	APT41	15271
FireEye	find	APT41	15272
group	exploit	(CVE-2018-0802)	15273
APT37	relate_to	North Korean	15274
group	target_industry	maritime	15275
group	target_industry	research institutes	15276
group	target_industry	academic organizations	15277
group	target_organization	private firms	15278
group	relate_to	the United States	15279
research institutes	idus_located_at	the United States	15280
academic organizations	idus_located_at	the United States	15281
private firms	org_located_at	the United States	15282
Leviathanby	find	group	15283
TEMP.Periscope	relate_to	Chinese	15284
attacker’s	have_purpose	submits credentials	15285
APT37	relate_to	North Korean	15286
APT37	target_organization	North Korean government	15287
actors	target_organization	Users	15288
cyber criminals	use_tool	various tactics	15289
They	relate_to	Korea	15290
They	relate_to	North Korean	15291
TEMP.Reaper	exploit	zero-day	15292
TEMP.Reaper	relate_to	North Korean	15293
TEMP.Hermit	relate_to	North Korean	15294
TEMP.Reaper	relate_to	North Korean	15295
FireEye iSIGHT	sec_active_time	past year	15296
TEMP.Reaper	hacker_active_time	past year	15297
FireEye iSIGHT	find	TEMP.Reaper	15298
TEMP.Periscope	hacker_active_time	2013	15299
TEMP.Periscope	target_industry	maritime-related	15300
TEMP.Periscope	target_organization	engineering firms	15301
TEMP.Periscope	target_industry	shipping	15302
TEMP.Periscope	target_industry	transportation	15303
TEMP.Periscope	target_industry	manufacturing	15304
TEMP.Periscope	target_industry	defense	15305
TEMP.Periscope	target_organization	government	15306
TEMP.Periscope	target_organization	research universities	15307
TEMP.Periscope	hacker_active_time	2013	15308
TEMP.Periscope	target_industry	maritime-related	15309
TEMP.Periscope	target_organization	engineering firms	15310
TEMP.Periscope	target_industry	shipping	15311
TEMP.Periscope	target_industry	transportation	15312
TEMP.Periscope	target_industry	manufacturing	15313
TEMP.Periscope	target_industry	defense	15314
TEMP.Periscope	target_organization	government	15315
TEMP.Periscope	target_organization	research universities	15316
TEMP.Periscope	hacker_active_time	2013	15317
TEMP.Periscope	target_industry	maritime-related	15318
TEMP.Periscope	target_organization	engineering firms	15319
TEMP.Periscope	target_industry	shipping	15320
TEMP.Periscope	target_industry	transportation	15321
TEMP.Periscope	target_industry	manufacturing	15322
TEMP.Periscope	target_industry	defense	15323
TEMP.Periscope	target_organization	government	15324
TEMP.Periscope	target_organization	research universities	15325
TEMP.Periscope	hacker_active_time	2013	15326
TEMP.Periscope	target_industry	maritime-related	15327
TEMP.Periscope	target_organization	engineering firms	15328
TEMP.Periscope	target_industry	shipping	15329
TEMP.Periscope	target_industry	transportation	15330
TEMP.Periscope	target_industry	manufacturing	15331
TEMP.Periscope	target_industry	defense	15332
TEMP.Periscope	target_organization	government	15333
TEMP.Periscope	target_organization	research universities	15334
Zyklon	use_way	delivered	15335
Zyklon	use_tool	spam emails	15336
Zyklon	exploit	CVE-2017-8759	15337
Zyklon	use_tool	spam emails	15338
actors	exploit	CVE-2017-11882	15339
actors	exploit	(CVE-2017-11882)	15340
Sandworm	relate_to	Iran	15341
Sandworm	relate_to	Ukraine	15342
Sandworm	hacker_active_time	2016	15343
Zyklon	use_tool	Tor network	15344
actors	target_organization	critical infrastructure	15345
actors	launch	reconnaissance activities	15346
actors	relate_to	Russian	15347
actors	relate_to	Iranian	15348
actors	relate_to	North Korean	15349
actors	relate_to	U.S.	15350
actors	relate_to	Israeli	15351
attacker	relate_to	SIS	15352
attacker’s	have_purpose	disrupt	15353
Sandworm	relate_to	Russian	15354
Sandworm	relate_to	Western	15355
Mandiant	find	TRITON	15356
TRITON	use_tool	Triconex controller	15357
attacker	use_tool	Triconex controller	15358
GoCrack	target_organization	additional users	15359
FireEye	find	attacker	15360
attacker	relate_to	Germany	15361
attacker	relate_to	Japan	15362
attacker	hacker_active_time	Oct. 24	15363
Cylance	have_file	Previous versions	15364
Kaspersky	sec_active_time	2014	15365
Kaspersky	find	Cylance	15366
Cylance	hacker_active_time	2017	15367
SectorJ04	use_way	spear phishing email	15368
SectorJ04	have_file	document files	15369
attacker	use_way	spear phishing email	15370
document files	file_have_feature	downloads	15371
attacker	have_file	document files	15372
actor’s	have_file	malicious payload	15373
actor’s	target_organization	users	15374
Silence	use_tool	Atmosphere	15375
Silence	have_file	xfs-disp.exe	15376
Silence	target_industry	Bank	15377
Rapid7	find	APT10	15378
APT10	have_file	ccSEUPDT.exe	15379
Emissary Panda	have_file	PYTHON33.dll	15380
Emissary Panda	have_file	inicore_v2.3.30.dll	15381
Emissary Panda	use_tool	SysUpdate	15382
actors	launch	stolen credentials	15383
actors	exploit	CVE-2017-0144	15384
actors	have_file	MS17-010	15385
actors	exploit	CVE-2019-0604	15386
actors	use_tool	China Chopper webshell	15387
Emissary Panda	use_tool	China Chopper	15388
Emissary Panda	relate_to	Middle East	15389
Emissary Panda	exploit	CVE-2019-0604	15390
actors	launch	stolen credentials	15391
actors	exploit	CVE-2017-0144	15392
actors	have_file	MS17-010	15393
cyber criminals	use_tool	spearphishing emails	15394
cyber criminals	use_tool	attachments:	15395
cyber criminals	use_tool	documents	15396
cyber criminals	exploit	CVE-2017-11882	15397
cyber criminals	use_tool	documents	15398
Scattered Canary	hacker_active_time	February 2016	15399
Scattered Canary	exploit	phishing	15400
SLUB	use_way	watering hole	15401
SLUB	exploit	CVE-2018-8174	15402
SLUB	exploit	CVE-2018-8174	15403
SLUB	exploit	CVE-2019-0752	15404
SWEED	hacker_active_time	May 2018	15405
SWEED	exploit	CVE-2017-11882	15406
Zebrocy	use_way	spearphishing	15407
Zebrocy	exploit	0day exploits	15408
FireEye	sec_active_time	Nov14	15409
APT34	hacker_active_time	Nov14	15410
FireEye	sec_active_time	2017	15411
APT34	hacker_active_time	2017	15412
FireEye	find	APT34	15413
APT34	exploit	vulnerability	15414
APT34	target_organization	government organization	15415
APT34	relate_to	Middle East	15416
government organization	org_located_at	Middle East	15417
Google	find	APT28	15418
Microsoft	find	APT28	15419
APT28	exploit	CVE-2016-7855	15420
Kaspersky	find	BlackOasis’	15421
Kaspersky	sec_active_time	May 2016	15422
BlackOasis’	exploit	zero day	15423
Ke3chang	exploit	Java zero-day vulnerability	15424
Ke3chang	exploit	CVE-2012-4681	15425
Ke3chang	have_file	Microsoft Word	15426
Ke3chang	exploit	CVE-2010-3333	15427
Ke3chang	use_tool	Adobe PDF Reader	15428
Ke3chang	exploit	CVE-2010-2883	15429
attackers	have_purpose	stole organizations' SSL	15430
attackers	use_tool	ASA	15431
threat actors	use_way	download	15432
threat actors	use_tool	TeamViewer	15433
threat actors	have_purpose	remote	15434
hacking division	target_organization	NSA	15435
hacking division	have_purpose	draw on	15436
Weeping Angel	have_purpose	TV	15437
CIA's	have_purpose	hack	15438
CIA's	have_purpose	control	15439
CIA	have_purpose	collecting audio	15440
CIA	have_purpose	message traffic	15441
CIA	have_purpose	control Microsoft Windows	15442
CIA	use_tool	malware	15443
CIA	have_purpose	infest and control	15444
APT10	have_purpose	gain access	15445
APT10	have_purpose	steal valuable	15446
APT10	have_purpose	gain commercial	15447
Stone Panda	have_purpose	gain access	15448
Stone Panda	have_purpose	steal valuable	15449
Stone Panda	have_purpose	gain commercial	15450
menuPass	have_purpose	gain access	15451
menuPass	have_purpose	steal valuable	15452
menuPass	have_purpose	gain commercial	15453
CVNX	have_purpose	gain access	15454
CVNX	have_purpose	steal valuable	15455
CVNX	have_purpose	gain commercial	15456
MSS	have_purpose	steal intellectual property	15457
APT10	have_purpose	enabling secondary intrusions	15458
APT10	target_industry	U.S. law firm	15459
APT10	target_industry	apparel company	15460
APT10	have_purpose	gather information	15461
MSS	have_purpose	access the networks	15462
attackers	have_purpose	access to networks	15463
attackers	use_way	stolen	15464
APT10	hacker_active_time	2017	15465
APT10	target_industry	IT service	15466
APT10	target_organization	(MSPs)	15467
APT10	have_purpose	customers’ networks	15468
attacker	have_purpose	gained access	15469
attacker	use_tool	Citrix	15470
attackers	have_purpose	remote drive	15471
attackers	use_tool	1.bat	15472
APT10's	target_organization	MSPs	15473
APT10's	have_purpose	conduct	15474
APT10's	have_purpose	grants	15475
malware	file_have_feature	provides	15476
attackers	have_file	malware	15477
CMD/PowerShell	tool_have_feature	provides	15478
attackers	use_tool	CMD/PowerShell	15479
attackers	have_purpose	execute scripts/commands	15480
attackers	have_purpose	stole her pictures	15481
attackers	have_purpose	construct the fake profile	15482
‘Operation Sheep’	have_purpose	massive data stealing	15483
‘Operation Sheep’	exploit	Man-in-the-Disk	15484
Shun Wang	have_purpose	collected	15485
Shun Wang	relate_to	China’s	15486
Shun Wang	have_purpose	telephone scams	15487
Shun Wang	have_purpose	program abuse	15488
Shun Wang	have_purpose	harvests	15489
APT41	launch	executed multiple software	15490
APT41	have_purpose	inject malicious code	15491
APT41	have_purpose	inject malicious code	15492
APT41	have_purpose	strategic intelligence collection	15493
APT41	have_purpose	establishing access	15494
APT41	hacker_active_time	June 2018	15495
APT41	use_way	spear-phishing	15496
APT41	have_purpose	decentralized gaming platform	15497
APT41	use_way	resorted to ransomware	15498
APT41	have_purpose	salvage their efforts	15499
APT41	have_purpose	profit	15500
Emissary Panda	use_way	run a malicious DLL	15501
actors	exploit	CVE-2019-0604	15502
actors	use_tool	China Chopper webshell	15503
Emissary Panda	use_tool	China Chopper	15504
Emissary Panda	relate_to	Middle East	15505
Emissary Panda	exploit	CVE-2019-0604	15506
actors	launch	stolen credentials	15507
actors	exploit	CVE-2017-0144	15508
actors	have_file	MS17-010	15509
cyber criminals	use_tool	spearphishing emails	15510
cyber criminals	use_tool	attachments:	15511
cyber criminals	use_tool	documents	15512
cyber criminals	exploit	CVE-2017-11882	15513
cyber criminals	use_tool	documents	15514
Scattered Canary	hacker_active_time	February 2016	15515
Scattered Canary	exploit	phishing	15516
SLUB	use_way	watering hole	15517
SLUB	exploit	CVE-2018-8174	15518
SLUB	exploit	CVE-2018-8174	15519
SLUB	exploit	CVE-2019-0752	15520
SWEED	hacker_active_time	May 2018	15521
SWEED	exploit	CVE-2017-11882	15522
Zebrocy	use_way	spearphishing	15523
Zebrocy	exploit	0day exploits	15524
FireEye	sec_active_time	Nov14	15525
APT34	hacker_active_time	Nov14	15526
FireEye	sec_active_time	2017	15527
APT34	hacker_active_time	2017	15528
FireEye	find	APT34	15529
APT34	exploit	vulnerability	15530
APT34	target_organization	government organization	15531
APT34	relate_to	Middle East	15532
government organization	org_located_at	Middle East	15533
Google	find	APT28	15534
Microsoft	find	APT28	15535
APT28	exploit	CVE-2016-7855	15536
Kaspersky	find	BlackOasis’	15537
Kaspersky	sec_active_time	May 2016	15538
BlackOasis’	exploit	zero day	15539
Ke3chang	exploit	Java zero-day vulnerability	15540
Ke3chang	exploit	CVE-2012-4681	15541
Ke3chang	have_file	Microsoft Word	15542
Ke3chang	exploit	CVE-2010-3333	15543
Ke3chang	use_tool	Adobe PDF Reader	15544
Ke3chang	exploit	CVE-2010-2883	15545
Insikt Group	have_file	Citrix-hosted	15546
Citrix-hosted	file_have_feature	VPN endpoint	15547
group	target_industry	social media	15548
group	have_purpose	identify and interact with employees	15549
group	use_way	Excel documents	15550
group	use_tool	RATs	15551
group	use_tool	PupyRAT	15552
CTU	find	COBALT GYPSY	15553
COBALT GYPSY	target_industry	social engineering	15554
COBALT GYPSY	target_industry	social media	15555
COBALT GYPSY	target_industry	social media	15556
COBALT GYPSY	target_industry	social engineering	15557
high-tech	idus_located_at	Japan	15558
high-tech	idus_located_at	Taiwan	15559
DragonOK	target_industry	high-tech	15560
manufacturing	idus_located_at	Japan	15561
manufacturing	idus_located_at	Taiwan	15562
DragonOK	target_industry	manufacturing	15563
DragonOK	relate_to	Japan	15564
DragonOK	relate_to	Taiwan	15565
DragonOK	have_purpose	acquiring trade secrets	15566
DragonOK	target_industry	economic	15567
Molerats	target_organization	governmental	15568
Molerats	target_organization	diplomatic institutions	15569
Molerats	target_organization	embassies	15570
Molerats	target_industry	aerospace	15571
Molerats	target_industry	defence Industries	15572
Molerats	target_organization	financial institutions	15573
Molerats	target_organization	journalists	15574
Molerats	target_organization	software developers	15575
FIN7	have_purpose	financially motivated	15576
FIN7	target_industry	restaurant	15577
FIN7	target_industry	services	15578
FIN7	target_organization	financial sectors	15579
threat actor group	have_purpose	financially motivated	15580
threat actor group	target_industry	restaurant	15581
threat actor group	target_industry	services	15582
threat actor group	target_organization	financial sectors	15583
group	target_industry	Governments	15584
group	target_industry	Academy	15585
group	target_industry	Crypto-Currency	15586
group	target_industry	Telecommunications	15587
group	target_organization	Oil sectors	15588
group	target_industry	governmental	15589
group	relate_to	Iraq	15590
group	relate_to	Saudi Arabia	15591
governmental	idus_located_at	Iraq	15592
governmental	idus_located_at	Saudi Arabia	15593
MuddyWater	use_way	spear-phishing	15594
MuddyWater	target_industry	social engineering	15595
MuddyWater	target_industry	social engineering	15596
MuddyWater	use_way	phishing	15597
MuddyWater	use_way	spam	15598
Naikon	target_industry	oil and gas	15599
Naikon	relate_to	PRC	15600
Naikon	target_industry	energy resources	15601
